Gender,Race,Residence,Income,School Type,Hooks,Major,SAT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections,Note
M,ASIAN,CA,Low,-1,NONE,MATH,1580,6,5.2,"['*UCLA', '*CMU', '*UMICH', '*CASE WESTERN', '*NORTHEASTERN']","['*BROWN', '*WILLIAMS', '*VANDERBILT', '*UCI']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*DUKE', '*PRINCETON', '*MIT', '*JOHNS HOPKINS', '*POMONA', '*UPENN']",
F,WHITE,MI,High,PUBLIC,LGBT,-1,1470,4.5,4.2,"['*UCSB', '*UCSC', '*COLGATE']","['*UCSD', '*BOSTON COLLEGE']","['*UCLA', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*NYU']",
M,ASIAN,MI,Low,PUBLIC,LEGACY,CS,1310,4.5,4.5,"['*MIT', '*RICE', '*UPENN']",['*NORTHEASTERN'],"['*UCLA', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*CALTECH', '*PURDUE', '*RICE', '*UPENN', '*UMICH', '*UCSC', '*UIUC', '*ARIZONA STATE', '*UCM']",
F,BLACK,CA,Low,PUBLIC,URM,ENG,1490,7.5,4.7,"['*HARVARD', '*COLUMBIA', '*UCSD', '*San Jose State University']","['*UCLA', '*DARTMOUTH', '*NORTHEASTERN']","['*STANFORD', '*BERKELEY']",
F,WHITE,OR,-1,PUBLIC,URM,ENG,1540,3.5,2.5,"['*NORTHWESTERN', '*CORNELL', '*RICE', '*UMICH', '*CASE WESTERN', '*UCD', '*BOSTON UNIVERSITY']","['*UCSD', '*UCSB', '*WASHU']","['*UCLA', '*YALE', '*VANDERBILT']",
T,ARAB,MA,High,-1,URM,CS,1490,5.5,2.5,['*BOSTON UNIVERSITY'],['*CASE WESTERN'],"['*NORTHWESTERN', '*CORNELL', '*UMICH', '*UNC CHAPEL HILL']",
M,ASIAN,NE,Low,-1,NONE,-1,1530,7.5,8.5,['*HARVARD'],[],[],
M,ASIAN,MI,Low,CHARTER,LEGACY,BUSINESS,1570,4.5,5.5,"['*NYU', '*UCI']","['*EMORY', '*UVA']","['*UCLA', '*HARVARD', '*BERKELEY', '*UPENN', '*UNC CHAPEL HILL']",
M,HISPANIC,UT,High,-1,URM,BIO,1440,7.5,8.7,"['*MIT', '*UMICH', '*EMORY', '*USC', '*WASHU', '*UT-AUSTIN', '*VIRGINIA TECH', '*HARVEY MUDD', '*UNC CHAPEL HILL', '*UVA']","['*HARVARD', '*DUKE', '*VANDERBILT']","['*SWARTHMORE', '*CLAREMONT MCKENNA']",
F,WHITE,IL,High,PUBLIC,NONE,ENG,1570,7,6.8,"['*CORNELL', '*PURDUE', '*CASE WESTERN', '*UIUC']",[],[],
T,WHITE,OR,High,-1,NONE,MATH,1560,6.5,3.5,"['*COLUMBIA', '*PRINCETON']","['*UCLA', '*UMICH']","['*HARVARD', '*BERKELEY']",
NB,WHITE,DC,-1,PUBLIC,LEGACY,CS,1470,6.5,4.5,"['*UPENN', '*UCSB', '*UCSC', '*NORTHEASTERN']","['*UPENN', '*UCSB', '*NORTHEASTERN', '*UVA']","['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*CORNELL', '*BERKELEY', '*SWARTHMORE', '*NYU', '*UPENN', '*UMICH', '*USC', '*BOSTON COLLEGE']",
F,ASIAN,CA,Low,PUBLIC,NONE,INTERNATIONAL RELATIONS,1570,6.5,6.5,"['*DUKE', '*DARTMOUTH', '*RICE', '*EMORY']","['*UCLA', '*NORTHWESTERN', '*JOHNS HOPKINS', '*VANDERBILT', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*CALTECH', '*NYU', '*UPENN']",
F,ASIAN,TX,Low,PUBLIC,LGBT,CS,1560,6.5,3.7,"['*UMICH', '*CASE WESTERN', '*UT-DALLAS', '*TAMU']","['*GEORGIA TECH', '*DARTMOUTH', '*RICE', '*TULANE']","['*HARVARD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*MIT', '*UPENN', '*UT-AUSTIN', '*NORTHEASTERN']",
F,WHITE,IN,Low,PRIVATE,NONE,CS,1470,7.5,4.2,"['*YALE', '*COLUMBIA', '*CALTECH', '*PURDUE', '*UMICH', '*UCD', '*HARVEY MUDD']",['*CORNELL'],"['*HARVARD', '*MIT']",
M,WHITE,IA,Low,PRIVATE,LEGACY,CS,1580,8.5,2.5,"['*YALE', '*STANFORD', '*CORNELL', '*BERKELEY', '*CALTECH']","['*UCLA', '*HARVARD']","['*HARVARD', '*NORTHWESTERN', '*DUKE', '*PRINCETON', '*NORTHEASTERN']",
F,ASIAN,UT,Low,PRIVATE,NONE,ENG,1560,1,2.5,['*UCR'],[],"['*UCLA', '*UCSD', '*UCSB']",
M,ASIAN,CO,Low,PUBLIC,NONE,CS,1450,4.5,6.2,[],['*GEORGIA TECH'],"['*BROWN', '*CORNELL', '*DUKE', '*CMU']",
M,ASIAN,MI,Low,PUBLIC,NONE,DESIGN,1520,6.5,7.5,"['*CORNELL', '*BERKELEY', '*VIRGINIA TECH', '*UVA']","['*RICE', '*UPENN']","['*COLUMBIA', '*USC', '*UT-AUSTIN']",
T,WHITE,FL,High,PRIVATE,NONE,CS,1570,1,6.2,"['*NYU', '*EMORY', '*FORDHAM']","['*HARVARD', '*UMICH']",['*TUFTS'],
F,WHITE,IN,Low,PUBLIC,URM,ENVIRONMENTAL STUDIES,1360,5.5,4.5,"['*CORNELL', '*NYU', '*BOSTON UNIVERSITY', '*FORDHAM']",[],"['*NORTHEASTERN', '*COLGATE', '*TUFTS']",
F,ASIAN,PA,Middle,PUBLIC,NONE,POLISCI,1590,6.5,3.7,[],[],[],
M,ASIAN,UT,Low,PUBLIC,NONE,ENG,1570,6.5,7.8,"['*HARVARD', '*YALE', '*DUKE', '*WILLIAMS', '*NYU', '*UNC CHAPEL HILL']","['*NORTHWESTERN', '*COLUMBIA', '*PRINCETON', '*SWARTHMORE', '*POMONA']","['*HARVARD', '*YALE', '*STANFORD', '*CORNELL', '*UCHICAGO']",
M,ASIAN,UT,Low,-1,NONE,CS,1560,8.5,6.5,"['*UCLA', '*COLUMBIA', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*USC', '*UIUC']","['*NORTHWESTERN', '*PRINCETON', '*UPENN']",[],
M,WHITE,-1,High,PRIVATE,LEGACY,CS,1560,6.5,7,"['*GEORGIA TECH', '*CMU', '*BOSTON UNIVERSITY', '*UVA']","['*WASHU', '*NORTHEASTERN']","['*YALE', '*BROWN', '*CMU', '*UIUC']",
M,ASIAN,UT,Low,PUBLIC,FIRST-GEN,ENG,1500,2.5,4.5,[],[],"['*NORTHWESTERN', '*CORNELL', '*PRINCETON', '*MIT', '*RICE', '*CASE WESTERN', '*USC', '*BOSTON UNIVERSITY', '*WASHU', '*NORTHEASTERN', '*UVA', '*ARIZONA STATE']",
F,ASIAN,PA,High,PUBLIC,LEGACY,CS,1510,5,6.5,"['*UPENN', '*BOSTON UNIVERSITY', '*UVA']","['*HARVARD', '*CORNELL', '*WILLIAMS']","['*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*DARTMOUTH', '*NYU', '*NORTHEASTERN', '*CLAREMONT MCKENNA']",
M,WHITE,MA,High,PRIVATE,NONE,PREMED,1530,6.5,4.7,[],['*COLGATE'],"['*HARVARD', '*NORTHWESTERN', '*CORNELL', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*NYU', '*NORTHEASTERN', '*TUFTS']",
F,WHITE,CO,-1,PRIVATE,LEGACY,ENG,1530,6.5,6.5,"['*YALE', '*DUKE', '*JOHNS HOPKINS', '*WILLIAMS', '*UPENN', '*EMORY', '*FORDHAM', '*NORTHEASTERN', '*TUFTS', '*UVA']","['*BROWN', '*NORTHWESTERN', '*PRINCETON']",['*HARVARD'],
M,ASIAN,CA,Low,PRIVATE,NONE,BUSINESS,1530,3.5,4.8,"['*UPENN', '*USC', '*UCSB', '*UCD', '*UIUC', '*UW MADISON']","['*UCLA', '*UCSD', '*VANDERBILT', '*CASE WESTERN', '*NORTHEASTERN', '*CLAREMONT MCKENNA', '*UCI']","['*BROWN', '*NORTHWESTERN', '*BERKELEY', '*DARTMOUTH', '*RICE', '*POMONA', '*UPENN', '*UMICH', '*EMORY', '*UT-AUSTIN']",
M,ASIAN,IN,High,PRIVATE,NONE,ENG,1480,6,2.5,"['*UPENN', '*UMICH', '*UCR']",[],"['*PURDUE', '*NYU', '*UMICH', '*CASE WESTERN', '*UCD', '*UCSC', '*NORTHEASTERN']",
M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1580,6.5,4.2,"['*UCLA', '*YALE', '*GEORGIA TECH', '*PURDUE', '*RICE', '*UIUC', '*UT-AUSTIN', '*UW MADISON', '*UCI', '*UCM']","['*BERKELEY', '*DUKE', '*CMU', '*UMICH', '*HARVEY MUDD', '*UCHICAGO']","['*HARVARD', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*CALTECH', '*USC']",
M,ASIAN,CA,Low,-1,LEGACY,CS,1500,3,4.5,"['*PURDUE', '*UCD', '*UIUC', '*BOSTON UNIVERSITY', '*UW MADISON']","['*UCSD', '*NYU', '*CASE WESTERN', '*NORTHEASTERN', '*UCI']","['*UCLA', '*STANFORD', '*CORNELL', '*BERKELEY', '*MIT', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*USC', '*UCSB', '*UT-AUSTIN', '*UNC CHAPEL HILL']",
M,WHITE,LA,High,PUBLIC,NONE,CS,1570,4.5,2.5,['*CMU'],['*UVA'],"['*HARVARD', '*BROWN', '*WILLIAMS', '*VANDERBILT', '*WASHU', '*NORTHEASTERN', '*TUFTS']",
M,ASIAN,UT,Low,INTERNATIONAL,FIRST-GEN,CS,1410,3.5,7.5,"['*UCSD', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE']",[],"['*UCLA', '*HARVARD', '*YALE', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DARTMOUTH', '*WILLIAMS', '*NYU', '*BOSTON COLLEGE', '*UCI']",
M,WHITE,DC,Low,-1,NONE,NEUROSCIENCE,1560,7.5,1,['*UCLA'],['*UCI'],[],
M,ASIAN,USA,Low,PUBLIC,NONE,NEUROSCIENCE,1510,6.5,8.5,"['*CASE WESTERN', '*UIUC']","['*SWARTHMORE', '*RICE']","['*YALE', '*BROWN', '*NORTHWESTERN', '*WILLIAMS', '*VANDERBILT', '*WASHU', '*NORTHEASTERN', '*TUFTS']",
M,WHITE,WA,Low,PRIVATE,NONE,CS,1540,7.5,6.2,[],[],"['*YALE', '*CORNELL', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*EMORY', '*BOSTON COLLEGE', '*COLGATE']",
M,ASIAN,IA,Low,PRIVATE,NONE,CS,1560,7.5,4.5,"['*UCLA', '*NORTHWESTERN', '*UCSD', '*NYU', '*UMICH']",[],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*PRINCETON', '*UCSD', '*NYU', '*UPENN', '*UMICH']",
M,WHITE,INTERNATIONAL,Low,PUBLIC,NONE,BUSINESS,1520,7.5,9.2,[],"['*RICE', '*TULANE']","['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*CALTECH', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*NYU', '*UPENN', '*FORDHAM', '*NORTHEASTERN', '*TUFTS', '*TULANE', '*UCHICAGO']",
F,ASIAN,CA,Low,CHARTER,NONE,CS,1540,5.5,3.5,"['*UCLA', '*UCSD', '*MIT', '*RICE', '*USC', '*UCSC', '*UCR', '*BOSTON UNIVERSITY', '*NORTHEASTERN']","['*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*CMU', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*EMORY', '*UCD', '*UCI']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*MIT', '*UCSB']",
M,WHITE,MA,Low,PUBLIC,LEGACY,PSYCH,1530,6.5,4.5,"['*CORNELL', '*UMICH']","['*COLUMBIA', '*CLAREMONT MCKENNA']","['*UCLA', '*YALE', '*BERKELEY', '*UCSD', '*SWARTHMORE', '*POMONA', '*NYU', '*EMORY', '*TUFTS', '*UCI']",
F,MIXED,UT,-1,PRIVATE,NONE,POLISCI,1530,5,4.5,"['*UCLA', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*RICE', '*EMORY', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*TUFTS', '*UCI']","['*COLUMBIA', '*PRINCETON', '*NORTHEASTERN', '*UCHICAGO']",['*STANFORD'],
M,WHITE,GA,Low,PUBLIC,NONE,BIO,1570,6.5,4.7,['*BROWN'],[],"['*BROWN', '*BERKELEY', '*UCSD', '*UMICH']",
F,ASIAN,CA,High,PUBLIC,NONE,CS,1530,6.5,4.1,"['*UCSD', '*PURDUE', '*UCD', '*UCSC', '*UCR', '*San Jose State University', '*NORTHEASTERN', '*UW MADISON', '*TUFTS', '*UCM']",['*UCI'],"['*BERKELEY', '*JOHNS HOPKINS', '*CMU', '*RICE', '*CASE WESTERN', '*USC', '*UCSB', '*UIUC']",
M,WHITE,CA,Low,-1,URM,HISTORY,1580,5.5,8.5,['*FORDHAM'],[],"['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*PRINCETON', '*SWARTHMORE', '*DARTMOUTH', '*BOSTON COLLEGE']",
M,ASIAN,-1,High,PRIVATE,LEGACY,CS,1560,6.5,7.1,"['*GEORGIA TECH', '*UIUC', '*RUTGERS']","['*COLUMBIA', '*CORNELL', '*CMU', '*UMICH']","['*YALE', '*NORTHWESTERN', '*PRINCETON']",
F,ASIAN,UT,Middle,PUBLIC,NONE,ENG,1560,6.5,6.5,"['*GEORGIA TECH', '*RICE', '*UT-AUSTIN', '*UT-DALLAS', '*TAMU']","['*MIT', '*UPENN']",['*STANFORD'],
NB,WHITE,VA,High,MAGNET,NONE,PSYCH,1490,5,4.2,[],[],"['*YALE', '*BROWN', '*SWARTHMORE', '*CMU', '*NYU', '*UVA']",
M,WHITE,WA,-1,PUBLIC,NONE,-1,1560,3.5,4.5,"['*STANFORD', '*MIT', '*JOHNS HOPKINS', '*WASHU']",[],[],
F,ASIAN,UT,High,PUBLIC,NONE,CS,1560,7.5,6.5,"['*UCLA', '*COLUMBIA', '*BERKELEY', '*CMU', '*RICE', '*UPENN', '*UNC CHAPEL HILL']","['*HARVARD', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*UMICH', '*NORTHEASTERN']","['*YALE', '*STANFORD', '*MIT', '*CALTECH']",
F,ASIAN,OR,High,PUBLIC,NONE,BUSINESS,1560,6.5,3.5,"['*UCLA', '*CMU', '*CASE WESTERN']","['*CORNELL', '*BERKELEY', '*NYU', '*UMICH', '*WASHU']","['*UPENN', '*USC']",
M,ASIAN,CO,High,PUBLIC,LEGACY,BUSINESS,1230,4.5,3.5,"['*UCSD', '*UPENN', '*UT-AUSTIN', '*RUTGERS', '*ARIZONA STATE']","['*UCSD', '*UMICH', '*UIUC']",['*UPENN'],
M,ASIAN,CA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1580,3,4.8,"['*UCLA', '*NORTHWESTERN', '*BERKELEY', '*UCSD', '*JOHNS HOPKINS', '*UCSB', '*UCD', '*UCI']",['*CORNELL'],"['*BROWN', '*DUKE']",
F,ASIAN,OR,High,PUBLIC,NONE,CS,1570,5.5,4.7,"['*CORNELL', '*UCSD', '*SWARTHMORE', '*PURDUE', '*RICE', '*UMICH', '*CASE WESTERN', '*UIUC']","['*UCLA', '*BROWN', '*COLUMBIA', '*JOHNS HOPKINS', '*CMU', '*HARVEY MUDD']","['*HARVARD', '*STANFORD', '*NORTHWESTERN', '*BERKELEY', '*PRINCETON', '*MIT']",
M,ASIAN,CA,Low,PUBLIC,NONE,BIO,1550,6.5,7.5,"['*NYU', '*CASE WESTERN', '*UCD']","['*EMORY', '*UCI']","['*UCLA', '*BROWN', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DARTMOUTH', '*WASHU', '*NORTHEASTERN', '*TUFTS', '*UVA']",
OTHER,-1,CA,Low,PRIVATE,NONE,CS,1520,6.5,2.5,"['*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*DARTMOUTH', '*UPENN', '*UCHICAGO']","['*HARVARD', '*YALE']","['*STANFORD', '*MIT', '*CALTECH']",
M,WHITE,OR,High,PUBLIC,NONE,BUSINESS,1510,7,7.2,['*PURDUE'],"['*RICE', '*NORTHEASTERN']","['*DARTMOUTH', '*VANDERBILT', '*UPENN', '*WASHU']",
F,HISPANIC,FL,Low,PUBLIC,URM,CHEMISTRY,1380,3.5,3.5,"['*MIT', '*WILLIAMS', '*USC', '*COLGATE']",['*SWARTHMORE'],"['*YALE', '*NORTHEASTERN']",
M,WHITE,NY,Low,PUBLIC,LEGACY,CS,1490,1,6.5,"['*CORNELL', '*GEORGIA TECH', '*EMORY']","['*BOSTON COLLEGE', '*UCHICAGO']","['*STANFORD', '*CORNELL', '*GEORGIA TECH', '*SWARTHMORE', '*DARTMOUTH', '*CMU', '*RICE', '*EMORY', '*BOSTON COLLEGE', '*UCHICAGO']",
F,HISPANIC,CA,Low,PUBLIC,URM,ENG,1530,3,6.5,"['*NORTHWESTERN', '*UCSD', '*San Jose State University', '*UCHICAGO']","['*UCLA', '*COLUMBIA', '*UCSD', '*UCD']","['*HARVARD', '*YALE', '*BROWN', '*DUKE', '*PRINCETON', '*DARTMOUTH', '*UCSB']",
M,ASIAN,CA,Low,PUBLIC,FIRST-GEN,BIO,1550,6.5,8,"['*BERKELEY', '*UCSD', '*VANDERBILT', '*UCSB', '*UCD', '*UCSC', '*UCR', '*UCI']","['*UCLA', '*DARTMOUTH', '*EMORY', '*BOSTON UNIVERSITY']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*PRINCETON', '*MIT', '*JOHNS HOPKINS']",
M,WHITE,WA,High,PUBLIC,NONE,CS,1560,3.5,4.5,['*UPENN'],[],"['*UCLA', '*BERKELEY', '*CMU', '*NYU', '*CASE WESTERN', '*WASHU', '*HARVEY MUDD', '*UCI']",
F,ASIAN,IN,-1,PRIVATE,NONE,ENG,1450,4,3.7,['*PURDUE'],['*CASE WESTERN'],"['*EMORY', '*TUFTS']",
M,WHITE,IN,Low,PRIVATE,NONE,-1,1560,6.5,3.5,"['*GEORGIA TECH', '*PURDUE', '*UMICH', '*CASE WESTERN', '*UIUC', '*UVA']","['*VIRGINIA TECH', '*UVA']","['*STANFORD', '*CORNELL', '*PRINCETON', '*MIT', '*GEORGIA TECH', '*VIRGINIA TECH', '*UVA', '*ARIZONA STATE']",
M,ASIAN,TX,Low,PUBLIC,NONE,-1,1550,6.5,7.5,"['*NORTHWESTERN', '*EMORY', '*USC']","['*BROWN', '*SWARTHMORE', '*RICE', '*VANDERBILT', '*NORTHEASTERN']","['*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON']",
F,WHITE,WA,Low,-1,NONE,CS,1520,4,6.5,"['*MIT', '*UCSB', '*UCD']",['*UCLA'],"['*STANFORD', '*BERKELEY']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1600,8.5,4.5,"['*BERKELEY', '*UCSD', '*PURDUE', '*NYU', '*UCSB']","['*UCLA', '*GEORGIA TECH', '*CMU', '*WASHU', '*UCI']","['*STANFORD', '*COLUMBIA', '*CORNELL', '*MIT', '*CALTECH', '*UPENN', '*USC', '*UIUC']",
M,WHITE,OR,Low,PUBLIC,NONE,-1,1520,2.5,6.8,['*NORTHEASTERN'],"['*DARTMOUTH', '*WILLIAMS']","['*HARVARD', '*NORTHEASTERN', '*TUFTS']",
M,WHITE,MA,Low,PUBLIC,NONE,CS,1530,8.5,2.5,"['*CMU', '*NORTHEASTERN', '*TUFTS']",['*UCLA'],"['*HARVARD', '*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*UMICH']",
M,ASIAN,-1,High,PUBLIC,LEGACY,ENG,1540,7.5,4.5,"['*BERKELEY', '*UCSD', '*UPENN', '*CASE WESTERN', '*UCSB', '*UCD', '*UCSC', '*UCR', '*UIUC', '*RUTGERS', '*UCI', '*UCM']",['*UMICH'],[],
M,WHITE,CA,Low,PRIVATE,LEGACY,CS,1580,7.5,8.2,"['*PURDUE', '*UMICH', '*UCI']","['*UCSD', '*CMU', '*WASHU']","['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*CORNELL', '*BERKELEY', '*PRINCETON', '*MIT', '*USC', '*UCSB', '*HARVEY MUDD']",
F,HISPANIC,CA,High,PUBLIC,URM,-1,1450,6.5,8.3,"['*CORNELL', '*BERKELEY', '*UCSD', '*POMONA', '*UCD', '*UCSC']",['*UCLA'],"['*STANFORD', '*PRINCETON', '*UCI']",
M,ASIAN,CA,Low,-1,NONE,CS,1370,6.5,3.5,"['*UCLA', '*BERKELEY', '*UCSD', '*VANDERBILT', '*UCSB', '*BOSTON UNIVERSITY']",[],"['*HARVARD', '*YALE', '*STANFORD', '*PRINCETON', '*BOSTON COLLEGE', '*NORTHEASTERN', '*TULANE']",
NB,ASIAN,CA,Low,PUBLIC,NONE,CS,1590,3.5,6.2,"['*UCLA', '*HARVARD', '*STANFORD', '*BERKELEY', '*UCSD', '*MIT', '*SWARTHMORE', '*POMONA', '*NYU', '*UPENN', '*USC', '*UVA', '*UCI']","['*CORNELL', '*UPENN', '*BOSTON UNIVERSITY', '*WASHU', '*UCHICAGO']","['*YALE', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON', '*CALTECH', '*CMU', '*NORTHEASTERN']",
M,BLACK,-1,Low,-1,NONE,BIO,1420,7.5,0,"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*UCSD', '*MIT', '*SWARTHMORE', '*POMONA', '*NYU', '*UPENN', '*UMICH', '*EMORY', '*CASE WESTERN', '*USC', '*UCSB', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN', '*TUFTS', '*UNC CHAPEL HILL']",[],"['*UCLA', '*HARVARD', '*YALE', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*BERKELEY', '*PRINCETON', '*POMONA']",
M,ASIAN,CA,Middle,PUBLIC,NONE,CS,1480,5.5,3.7,"['*BERKELEY', '*UCSB', '*UCD', '*UCR', '*UCI']","['*UCLA', '*UCSD', '*UMICH', '*COLGATE']","['*NORTHWESTERN', '*CORNELL', '*VANDERBILT', '*NYU', '*EMORY', '*USC', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*NORTHEASTERN', '*TUFTS', '*CLAREMONT MCKENNA']",
M,WHITE,WA,Low,PUBLIC,LEGACY,BUSINESS,1320,2.5,6.2,"['*UVA', '*ARIZONA STATE', '*TAMU']",[],"['*CORNELL', '*UPENN', '*UT-DALLAS']",
F,ASIAN,WA,High,-1,NONE,ENG,1530,6.5,6.5,"['*YALE', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*MIT', '*RICE', '*WILLIAMS', '*UPENN', '*EMORY', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*RUTGERS', '*TUFTS']","['*NORTHWESTERN', '*VANDERBILT', '*CASE WESTERN']","['*HARVARD', '*USC']",
M,WHITE,NY,Low,PUBLIC,NONE,HISTORY,1600,7.5,8.7,"['*CORNELL', '*JOHNS HOPKINS', '*DARTMOUTH', '*RICE', '*USC', '*WASHU']","['*YALE', '*BROWN', '*COLUMBIA', '*DUKE', '*PRINCETON']","['*HARVARD', '*NORTHWESTERN', '*DARTMOUTH', '*VANDERBILT', '*UPENN']",
M,ASIAN,AL,High,PRIVATE,NONE,CS,1510,7.5,8.5,"['*UCLA', '*UMICH', '*USC', '*BOSTON COLLEGE', '*UCI']",[],"['*CORNELL', '*BERKELEY', '*NYU', '*UPENN', '*UMICH', '*WASHU', '*UT-AUSTIN']",
F,WHITE,CA,Low,-1,LEGACY,BUSINESS,1510,6.5,2,[],[],"['*UCLA', '*BERKELEY', '*BOSTON COLLEGE', '*UVA']",
F,WHITE,VA,High,PUBLIC,NONE,CS,1550,6.5,7.5,"['*BERKELEY', '*GEORGIA TECH', '*CMU', '*VIRGINIA TECH', '*UVA']","['*CORNELL', '*UMICH', '*HARVEY MUDD']","['*STANFORD', '*MIT', '*CALTECH']",
M,ASIAN,CA,Low,-1,NONE,ENVIRONMENTAL STUDIES,1530,6.5,4.5,"['*UCSB', '*UCD', '*San Jose State University']","['*UCSD', '*UCI']","['*UCLA', '*HARVARD', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*POMONA', '*USC', '*NORTHEASTERN']",
F,ASIAN,IA,Low,PUBLIC,NONE,SOCIAL SCIENCES,1500,7.5,4.2,"['*USC', '*BOSTON COLLEGE', '*FORDHAM', '*COLGATE']","['*UCLA', '*RICE', '*EMORY', '*NORTHEASTERN', '*UNC CHAPEL HILL']","['*CORNELL', '*DUKE', '*VANDERBILT', '*NYU', '*BOSTON UNIVERSITY']",
M,WHITE,CA,Low,-1,NONE,ENG,1550,6.5,1.5,"['*PURDUE', '*UIUC', '*VIRGINIA TECH', '*UVA']",['*GEORGIA TECH'],['*CORNELL'],
M,WHITE,CA,-1,PUBLIC,NONE,CS,1490,3.5,2.5,"['*UCSD', '*UCSB', '*UCSC']","['*UCLA', '*NORTHWESTERN', '*UCD', '*NORTHEASTERN', '*UCI']","['*BROWN', '*STANFORD', '*BERKELEY', '*DUKE', '*CMU', '*VANDERBILT', '*UPENN', '*WASHU']",
M,WHITE,WI,Low,PUBLIC,NONE,CS,1520,7.5,0,[],"['*RICE', '*WASHU', '*TULANE']","['*STANFORD', '*CALTECH', '*SWARTHMORE', '*WILLIAMS', '*NYU', '*FORDHAM', '*NORTHEASTERN', '*COLGATE', '*TUFTS', '*TULANE', '*UCHICAGO']",
M,WHITE,MA,Low,PUBLIC,LEGACY,CS,1520,1,7.3,['*CORNELL'],[],"['*CORNELL', '*DUKE', '*VANDERBILT', '*EMORY', '*CASE WESTERN', '*WASHU', '*NORTHEASTERN']",
M,WHITE,CO,High,PRIVATE,NONE,-1,1440,4.5,7.5,"['*HARVARD', '*YALE', '*BROWN', '*WILLIAMS', '*UPENN', '*FORDHAM']",['*PRINCETON'],"['*COLUMBIA', '*UCHICAGO']",
M,ASIAN,CA,Low,-1,NONE,NEUROSCIENCE,1560,6.5,0,"['*COLUMBIA', '*CORNELL', '*RICE', '*UPENN', '*WASHU']","['*BROWN', '*NORTHWESTERN', '*UPENN']","['*DUKE', '*PRINCETON', '*DARTMOUTH', '*VANDERBILT']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1540,6.5,4.7,"['*UCLA', '*BERKELEY', '*UCSD', '*WILLIAMS', '*UCSB', '*UIUC']","['*HARVARD', '*BROWN', '*COLUMBIA', '*GEORGIA TECH', '*CMU', '*UPENN', '*UMICH', '*NORTHEASTERN']","['*YALE', '*BROWN', '*STANFORD', '*CORNELL', '*PRINCETON', '*MIT', '*CALTECH', '*DARTMOUTH', '*UPENN']",
