Gender,Race,Residence,Income,School Type,Hooks,Major,SAT,EC-AWARDS,ESSAY-LOR-INTERVIEW,Acceptances,Waitlists,Rejections,Note
M,ASIAN,UT,Low,-1,LEGACY,CS,1550,5.5,2.5,"['*GEORGIA TECH', '*UVA']","['*DUKE', '*UIUC']","['*STANFORD', '*RICE']",
M,ASIAN,-1,Low,INTERNATIONAL,NONE,POLISCI,1460,2,4.5,"['*BERKELEY', '*NYU', '*UCD', '*BOSTON COLLEGE', '*UVA']",[],"['*UCLA', '*CORNELL', '*UMICH', '*TUFTS', '*UCI']",
F,ASIAN,CA,Low,-1,NONE,ENVIRONMENTAL STUDIES,1380,3.5,5,"['*UCD', '*FORDHAM']","['*UCLA', '*BERKELEY', '*WASHU', '*UCI']","['*UMICH', '*CLAREMONT MCKENNA']",
F,ASIAN,-1,Low,-1,FIRST-GEN,BUSINESS,1540,6.5,1.5,"['*NORTHWESTERN', '*CORNELL', '*DUKE', '*JOHNS HOPKINS', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*NYU', '*UPENN', '*EMORY', '*UT-AUSTIN', '*TUFTS', '*UNC CHAPEL HILL']",['*WASHU'],"['*HARVARD', '*BROWN', '*STANFORD', '*COLUMBIA']",
F,-1,CO,High,PUBLIC,URM,CHEMISTRY,1500,6.5,3.7,"['*BROWN', '*NORTHWESTERN', '*DUKE', '*DARTMOUTH', '*RICE', '*WILLIAMS', '*UPENN', '*EMORY', '*CASE WESTERN', '*RUTGERS', '*VIRGINIA TECH', '*UVA']","['*STANFORD', '*PRINCETON', '*JOHNS HOPKINS', '*SWARTHMORE', '*VANDERBILT', '*BOSTON UNIVERSITY']","['*HARVARD', '*MIT', '*POMONA', '*USC']",
M,WHITE,MI,-1,PRIVATE,URM,CS,1510,6.5,8.2,"['*YALE', '*UPENN', '*UCHICAGO']",['*STANFORD'],"['*HARVARD', '*YALE', '*UPENN', '*UCHICAGO']",
M,ASIAN,GA,Low,-1,NONE,BIO,1560,8.5,7.5,"['*YALE', '*COLUMBIA', '*CORNELL', '*DARTMOUTH', '*VANDERBILT', '*UNC CHAPEL HILL']","['*YALE', '*COLUMBIA', '*UPENN']","['*COLUMBIA', '*DUKE', '*UPENN', '*UMICH']",
M,ASIAN,NY,Low,-1,NONE,PSYCH,1550,7.5,1,"['*DARTMOUTH', '*NYU', '*WASHU', '*FORDHAM', '*NORTHEASTERN', '*COLGATE', '*TUFTS']","['*COLUMBIA', '*CORNELL', '*SWARTHMORE', '*WILLIAMS']",['*BROWN'],
M,WHITE,FL,Low,-1,NONE,CS,1570,5.5,7.5,"['*WILLIAMS', '*EMORY', '*NORTHEASTERN']","['*YALE', '*BROWN', '*COLUMBIA', '*WASHU', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*PRINCETON', '*SWARTHMORE', '*WASHU', '*UCHICAGO']",
M,WHITE,TX,High,PRIVATE,LEGACY,CS,1470,6.5,7.5,"['*EMORY', '*FORDHAM', '*TULANE', '*TAMU']","['*GEORGIA TECH', '*CMU', '*BOSTON COLLEGE']","['*CORNELL', '*NYU', '*UT-AUSTIN', '*UVA']",
F,ASIAN,CO,Low,PUBLIC,FIRST-GEN,CS,1550,5,6.5,"['*YALE', '*BROWN', '*NORTHWESTERN', '*CORNELL', '*MIT', '*GEORGIA TECH', '*NYU', '*UMICH', '*NORTHEASTERN']",[],"['*STANFORD', '*COLUMBIA', '*DUKE', '*CALTECH', '*TUFTS']",
M,HISPANIC,CO,Low,PRIVATE,URM,BIO,1590,6.5,6.5,"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*WASHU']",[],"['*COLUMBIA', '*DARTMOUTH']",
M,ASIAN,CA,Low,PRIVATE,NONE,CS,1550,6.5,2.5,"['*UCD', '*UW MADISON', '*ARIZONA STATE', '*UCM']",[],"['*CORNELL', '*GEORGIA TECH', '*PURDUE', '*NYU', '*UMICH', '*UIUC', '*WASHU']",
F,ASIAN,GA,Low,PUBLIC,NONE,CS,1600,6,2.5,[],['*BROWN'],['*STANFORD'],
M,-1,-1,Low,PUBLIC,NONE,ENG,1250,2,1,['*MIT'],[],[],
F,WHITE,PA,Low,PUBLIC,FIRST-GEN,CS,1470,6.5,0,"['*COLUMBIA', '*WILLIAMS', '*UPENN', '*TUFTS', '*TULANE']",[],"['*JOHNS HOPKINS', '*POMONA', '*WASHU']",
NB,WHITE,TX,Middle,MAGNET,NONE,NEUROSCIENCE,1350,5.5,4.2,['*MIT'],['*UT-AUSTIN'],['*VANDERBILT'],
M,WHITE,FL,Low,-1,NONE,ENG,1450,4.5,8.2,[],[],[],
M,HISPANIC,CA,Low,PUBLIC,URM,CS,1470,7.5,6.5,"['*UCSC', '*UCR']",['*UCSD'],"['*UCLA', '*YALE', '*STANFORD', '*CORNELL', '*BERKELEY', '*DARTMOUTH', '*CMU', '*UPENN', '*UT-AUSTIN', '*San Jose State University', '*UCI']",
M,-1,-1,Low,PUBLIC,NONE,-1,1460,6.5,1,"['*BERKELEY', '*UCI']","['*UCSD', '*UCI']","['*UCLA', '*STANFORD']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1580,6.5,4.2,[],"['*UCLA', '*YALE', '*STANFORD', '*BERKELEY', '*DUKE', '*MIT', '*GEORGIA TECH', '*CMU', '*PURDUE', '*RICE', '*UMICH', '*UIUC', '*UT-AUSTIN', '*UW MADISON', '*UCHICAGO', '*UCI', '*UCM']","['*HARVARD', '*STANFORD', '*COLUMBIA', '*CORNELL', '*PRINCETON', '*MIT', '*CALTECH', '*USC']",
F,WHITE,FL,Low,PUBLIC,FIRST-GEN,ENG,1430,7,4.5,"['*CORNELL', '*SWARTHMORE', '*UPENN', '*USC', '*UVA']","['*DARTMOUTH', '*CMU', '*POMONA', '*VANDERBILT', '*EMORY', '*BOSTON UNIVERSITY', '*BOSTON COLLEGE', '*TUFTS', '*UCHICAGO']","['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*MIT', '*JOHNS HOPKINS', '*RICE', '*NYU', '*COLGATE']",
M,ASIAN,-1,Low,-1,NONE,CS,1570,8.5,2.5,"['*PURDUE', '*UMICH', '*UCR', '*RUTGERS', '*San Jose State University']","['*UCLA', '*BROWN', '*PRINCETON', '*DARTMOUTH', '*VANDERBILT']","['*HARVARD', '*STANFORD', '*COLUMBIA', '*BERKELEY', '*MIT', '*CMU', '*UPENN', '*UIUC']",
M,HISPANIC,NY,High,PUBLIC,URM,BIO,1300,3,5.8,[],[],['*NYU'],
NB,ASIAN,MA,Low,CHARTER,FIRST-GEN,CS,1380,5.5,2.5,"['*USC', '*FORDHAM']",['*NORTHEASTERN'],"['*COLUMBIA', '*NYU', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCHICAGO']",
F,ASIAN,CA,High,PRIVATE,NONE,CS,1440,6.5,7.5,['*CMU'],[],[],
F,ASIAN,IN,Low,PRIVATE,NONE,CS,1540,7.5,7.8,['*UPENN'],[],"['*NYU', '*FORDHAM']",
M,ASIAN,MA,Low,PRIVATE,NONE,CS,1470,7.5,7.5,[],[],['*HARVARD'],
M,ASIAN,AZ,Middle,PUBLIC,NONE,ENG,1540,7.5,7.5,[],[],['*COLUMBIA'],
M,ASIAN,CA,Middle,-1,NONE,HISTORY,1550,7.5,3.5,['*CORNELL'],[],[],
M,ASIAN,CA,Low,PUBLIC,NONE,HISTORY,1500,6.5,7.5,[],[],[],
F,ASIAN,CA,Low,PUBLIC,NONE,ENG,1590,4.5,3.5,['*CORNELL'],[],['*UCLA'],
F,BLACK,GA,Low,PUBLIC,NONE,POLISCI,1300,3.5,7.5,['*UPENN'],[],[],
F,WHITE,MI,Middle,PUBLIC,NONE,INTERNATIONAL RELATIONS,1500,5.5,4.5,['*NORTHWESTERN'],[],[],
M,BLACK,CA,Low,PRIVATE,URM,BUSINESS,1280,8.5,2.5,['*MIT'],[],[],
F,ASIAN,CA,Low,-1,NONE,BUSINESS,1400,7.5,4.8,"['*UCLA', '*CORNELL', '*BERKELEY', '*UCR', '*BOSTON UNIVERSITY', '*WASHU', '*San Jose State University', '*UCHICAGO', '*UCI']",['*NORTHEASTERN'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*DUKE', '*PRINCETON', '*VANDERBILT', '*NYU', '*UPENN']",
F,HISPANIC,TX,Middle,PUBLIC,URM,BIO,1560,7.5,8.2,"['*HARVARD', '*UT-AUSTIN']",[],[],
M,ASIAN,MI,High,PRIVATE,NONE,BUSINESS,1530,8.5,8.5,['*UPENN'],[],[],
M,ASIAN,CA,Low,PUBLIC,NONE,-1,1560,7.5,6.9,[],[],['*YALE'],
M,ASIAN,CO,High,PUBLIC,NONE,CS,1590,8.5,4.2,"['*HARVARD', '*STANFORD', '*BERKELEY', '*MIT', '*GEORGIA TECH', '*PURDUE', '*UIUC', '*UVA']",[],[],
M,ASIAN,IN,High,PRIVATE,NONE,CS,1500,8.5,6.8,['*CMU'],[],[],
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1580,6.5,6.8,['*DARTMOUTH'],[],[],
M,HISPANIC,NY,High,PUBLIC,URM,PUBLIC POLICY,1550,8.5,4.7,['*HARVARD'],[],[],
F,WHITE,CO,Low,-1,NONE,MEDIA STUDIES,1510,6.5,8.5,['*NORTHWESTERN'],[],[],
M,ASIAN,CA,Low,PUBLIC,NONE,ENG,1510,8.5,6.5,['*UPENN'],[],['*NORTHWESTERN'],
M,WHITE,NY,High,-1,NONE,CS,1510,8.5,7.8,['*UPENN'],[],['*COLUMBIA'],
M,ASIAN,UT,-1,PUBLIC,NONE,CS,1560,6.5,8.5,['*CORNELL'],[],[],
M,ASIAN,WI,Low,PRIVATE,NONE,BUSINESS,1490,6.5,2.5,[],[],"['*STANFORD', '*NORTHWESTERN', '*UPENN', '*UMICH', '*UIUC', '*UT-AUSTIN', '*UVA']",
M,BLACK,UT,High,PRIVATE,URM,HISTORY,1520,5.5,7.5,[],[],"['*MIT', '*UCHICAGO']",
M,ASIAN,MI,Low,PUBLIC,NONE,CS,1540,7.5,4.5,[],[],['*YALE'],
M,ASIAN,PA,High,-1,FIRST-GEN,CS,1560,8.5,6.7,['*MIT'],[],[],
M,WHITE,MA,Low,-1,URM,CS,1490,5,1,['*DARTMOUTH'],[],[],
M,ASIAN,CA,High,PUBLIC,NONE,MUSIC,1530,7.5,7.5,['*PRINCETON'],[],[],
M,ASIAN,CO,Low,PUBLIC,NONE,BIO,1570,7.5,6.5,[],[],"['*DUKE', '*UPENN', '*EMORY']",
M,ASIAN,TX,Middle,PUBLIC,FIRST-GEN,CS,1530,5.5,7.9,"['*YALE', '*UT-AUSTIN']",[],[],
M,ASIAN,IN,Low,PUBLIC,NONE,CS,1450,8.5,9.5,[],[],['*HARVARD'],
M,WHITE,FL,Middle,PUBLIC,FIRST-GEN,CS,1560,3.5,7.5,['*STANFORD'],[],[],
M,ASIAN,CA,High,PUBLIC,NONE,NEUROSCIENCE,1540,8.5,4.2,['*UCHICAGO'],[],"['*GEORGIA TECH', '*UPENN', '*UMICH', '*USC', '*UIUC', '*UCHICAGO']",
M,ASIAN,CA,Middle,PUBLIC,NONE,ENG,1560,7.5,7.5,['*BROWN'],[],[],
M,ASIAN,NV,Low,PRIVATE,NONE,ENG,1480,3.5,7.8,[],[],['*BROWN'],
M,HISPANIC,IL,Low,-1,FIRST-GEN,CS,1220,2.5,2.5,['*UCHICAGO'],[],[],
M,WHITE,MA,High,PUBLIC,NONE,ENG,1540,6.5,6.5,[],[],"['*HARVARD', '*BROWN', '*NORTHWESTERN', '*CORNELL', '*DUKE', '*JOHNS HOPKINS', '*VANDERBILT', '*UPENN', '*CASE WESTERN', '*BOSTON UNIVERSITY', '*WASHU', '*NORTHEASTERN', '*TUFTS', '*UCHICAGO']",
F,ASIAN,MI,High,PUBLIC,NONE,ENG,1500,8.5,7.5,['*NORTHWESTERN'],[],[],
F,ASIAN,CA,Middle,PUBLIC,NONE,BIO,1560,7.5,2.5,[],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*JOHNS HOPKINS', '*DARTMOUTH', '*VANDERBILT', '*UPENN', '*UCR']",
F,ASIAN,PA,High,PRIVATE,NONE,PSYCH,1550,6.5,4.7,['*YALE'],[],[],
M,WHITE,NY,High,PUBLIC,NONE,PREMED,1560,6.5,6.5,"['*CORNELL', '*DUKE', '*JOHNS HOPKINS', '*NYU', '*UMICH']","['*YALE', '*BROWN', '*NORTHWESTERN', '*UPENN', '*UNC CHAPEL HILL']","['*HARVARD', '*COLUMBIA', '*PRINCETON', '*MIT', '*DARTMOUTH']",
F,-1,WA,Low,PUBLIC,LEGACY,ENG,1250,6.5,4.5,['*DUKE'],[],"['*CMU', '*EMORY']",
M,ASIAN,TX,Low,PUBLIC,NONE,BIO,1570,6.5,7.5,['*BROWN'],[],['*BROWN'],
M,ASIAN,FL,High,PUBLIC,FIRST-GEN,CS,1450,7.5,4.7,[],"['*COLUMBIA', '*PRINCETON']","['*HARVARD', '*YALE', '*STANFORD']",
NB,BLACK,IN,Low,PUBLIC,NONE,ENG,1120,5.5,6.5,"['*MIT', '*EMORY', '*UVA']",[],[],
F,ASIAN,CA,-1,PUBLIC,NONE,BIO,1520,7.5,7.5,['*ARIZONA STATE'],[],"['*UCLA', '*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*SWARTHMORE', '*VANDERBILT', '*UPENN', '*EMORY', '*USC', '*UCI']",
M,ASIAN,CA,Low,-1,NONE,-1,1550,6.5,2.5,['*CORNELL'],[],[],
F,ASIAN,-1,High,-1,NONE,BUSINESS,1300,5,3.5,['*RUTGERS'],[],['*NYU'],
M,ASIAN,MI,High,-1,NONE,BIO,1570,6.5,1,['*CORNELL'],[],[],
M,ASIAN,TX,Middle,-1,NONE,-1,1560,7.5,8.2,"['*CORNELL', '*USC', '*UT-AUSTIN', '*UT-DALLAS', '*UCHICAGO', '*TAMU']",[],"['*CORNELL', '*UMICH']",
M,ASIAN,MI,Low,PUBLIC,NONE,HEALTH SCIENCES,1550,7.5,8.5,['*CORNELL'],[],['*EMORY'],
M,WHITE,-1,High,PUBLIC,NONE,CS,1540,7.5,8.2,['*RUTGERS'],[],[],
F,ASIAN,MD,Low,-1,NONE,BUSINESS,1390,6.5,0,[],[],"['*CMU', '*USC', '*WASHU', '*UT-AUSTIN', '*NORTHEASTERN']",
M,ASIAN,MI,Low,-1,NONE,CS,1470,7.5,3,"['*UPENN', '*RUTGERS']",[],"['*UCLA', '*GEORGIA TECH', '*PURDUE', '*NYU', '*UIUC']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1500,2.5,4.5,"['*NORTHEASTERN', '*ARIZONA STATE']",[],['*CASE WESTERN'],
M,ASIAN,IA,High,PRIVATE,NONE,ENG,1550,6.5,4.5,['*GEORGIA TECH'],['*CORNELL'],[],
F,ASIAN,-1,High,-1,NONE,CS,1580,6.5,6.5,[],[],"['*CORNELL', '*UMICH', '*USC', '*UIUC', '*NORTHEASTERN', '*ARIZONA STATE']",
M,ASIAN,IN,-1,PRIVATE,NONE,CS,1540,5.5,3.5,"['*UPENN', '*UMICH', '*UIUC']",[],"['*UCLA', '*HARVARD', '*STANFORD', '*BERKELEY', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*CMU', '*PURDUE', '*UIUC']",
M,WHITE,AL,Low,PUBLIC,NONE,CS,1550,6.5,6.5,"['*UPENN', '*NORTHEASTERN', '*ARIZONA STATE']",[],"['*VIRGINIA TECH', '*TUFTS', '*UVA']",
M,ASIAN,TX,Low,PUBLIC,NONE,CS,1570,6,2.5,"['*UMICH', '*TAMU']","['*USC', '*UIUC']","['*CORNELL', '*GEORGIA TECH', '*UT-AUSTIN']",
M,HISPANIC,CO,High,PUBLIC,NONE,ENG,1530,6.5,2.5,"['*GEORGIA TECH', '*PURDUE', '*UPENN']",[],[],
F,ASIAN,CO,High,PUBLIC,NONE,CS,1390,7.5,7.5,"['*CORNELL', '*GEORGIA TECH', '*UMICH', '*USC', '*UIUC', '*NORTHEASTERN', '*UVA']",[],"['*BROWN', '*NORTHWESTERN', '*COLUMBIA', '*DUKE', '*CMU', '*PURDUE', '*RICE', '*NYU', '*UPENN']",
M,ASIAN,TX,Low,-1,NONE,CS,1540,5.5,4.2,[],"['*PURDUE', '*UMICH', '*UIUC']","['*UCLA', '*STANFORD', '*CORNELL', '*BERKELEY', '*GEORGIA TECH', '*CMU']",
F,WHITE,NY,High,PUBLIC,NONE,CS,1540,6.5,4.5,['*PRINCETON'],[],[],
F,ASIAN,OR,Low,PUBLIC,NONE,-1,1510,6.5,7.3,"['*NORTHWESTERN', '*UCHICAGO']",[],['*NORTHEASTERN'],
F,ASIAN,-1,Low,PUBLIC,LEGACY,CS,1570,6.5,2.5,"['*PURDUE', '*UMICH', '*UIUC', '*FORDHAM']",[],"['*YALE', '*CORNELL', '*DUKE', '*PRINCETON', '*GEORGIA TECH', '*CMU', '*RICE', '*VANDERBILT', '*UPENN', '*VIRGINIA TECH', '*UVA']",
F,WHITE,NY,Low,PUBLIC,NONE,CS,1590,7.5,7.5,"['*MIT', '*NORTHEASTERN']",['*UCHICAGO'],"['*MIT', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCHICAGO']",
M,ASIAN,GA,Low,PUBLIC,NONE,CS,1570,6.5,8.5,"['*GEORGIA TECH', '*PURDUE', '*UIUC']",[],['*STANFORD'],
M,ASIAN,CA,High,PUBLIC,NONE,CS,1550,6,6.5,"['*PURDUE', '*UMICH', '*USC', '*UIUC', '*NORTHEASTERN', '*UW MADISON']",[],"['*CORNELL', '*GEORGIA TECH']",
M,HISPANIC,LA,Low,PRIVATE,NONE,ENG,1540,6.5,6.5,[],[],"['*BROWN', '*COLUMBIA', '*CORNELL', '*DUKE', '*MIT', '*JOHNS HOPKINS', '*DARTMOUTH', '*RICE', '*VANDERBILT', '*UPENN', '*CASE WESTERN', '*TUFTS', '*UCHICAGO']",
M,ASIAN,CA,Low,-1,NONE,CS,1540,6.5,1,"['*GEORGIA TECH', '*PURDUE']",[],"['*UPENN', '*UT-AUSTIN']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1500,7.5,2.5,"['*NYU', '*FORDHAM']",[],[],
M,ASIAN,IN,Low,PRIVATE,NONE,CS,1500,8.5,8.5,['*VANDERBILT'],[],[],
F,WHITE,FL,Low,MAGNET,LEGACY,POLISCI,1420,5.5,4.5,"['*USC', '*NORTHEASTERN']",[],"['*DUKE', '*NYU', '*EMORY', '*TUFTS', '*UNC CHAPEL HILL', '*UVA']",
M,ASIAN,CO,Low,-1,NONE,CS,1480,6.5,3.6,[],[],['*USC'],
F,ASIAN,WA,Middle,PUBLIC,NONE,CS,1540,6.5,6.5,"['*MIT', '*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC']",[],[],
F,ASIAN,IL,Low,PUBLIC,NONE,CS,1520,7.5,4.5,"['*YALE', '*STANFORD', '*NORTHWESTERN', '*UPENN']",[],[],
F,WHITE,CO,Low,PRIVATE,NONE,BUSINESS,1560,6.5,2.5,['*NYU'],[],"['*BROWN', '*NORTHWESTERN', '*DARTMOUTH', '*VANDERBILT', '*FORDHAM']",
F,ASIAN,MA,Low,PUBLIC,FIRST-GEN,ENG,1400,6.5,2.5,['*UPENN'],[],[],
M,ASIAN,INTERNATIONAL,High,PRIVATE,NONE,ENG,1520,7.5,4.5,[],['*UIUC'],"['*UCLA', '*YALE', '*BROWN', '*STANFORD', '*NORTHWESTERN', '*CORNELL', '*BERKELEY', '*DUKE', '*UCSD', '*CALTECH', '*JOHNS HOPKINS', '*CMU', '*PURDUE', '*NYU', '*UMICH', '*UT-AUSTIN', '*UCI']",
M,WHITE,WA,Low,PRIVATE,FIRST-GEN,POLISCI,1330,7.5,7.8,[],[],"['*SWARTHMORE', '*WILLIAMS', '*WASHU']",
M,BLACK,TX,Low,PUBLIC,URM,POLISCI,1460,8.5,4.5,[],[],[],
M,ASIAN,PA,Low,PRIVATE,NONE,-1,1480,-1,7.2,[],[],"['*COLUMBIA', '*MIT', '*GEORGIA TECH', '*PURDUE', '*UIUC', '*UT-AUSTIN', '*VIRGINIA TECH', '*UW MADISON', '*UVA']",
F,WHITE,MD,Low,-1,FIRST-GEN,BUSINESS,1400,3.5,2.5,"['*UPENN', '*UMICH']",[],['*UVA'],
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1550,8.5,6.8,"['*NORTHEASTERN', '*TULANE']",[],"['*UCLA', '*STANFORD', '*CORNELL', '*BERKELEY', '*DUKE', '*SWARTHMORE', '*RICE', '*UCI']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1560,5.5,6.5,"['*UCLA', '*BROWN', '*CORNELL', '*BERKELEY', '*MIT', '*SWARTHMORE', '*NYU', '*UMICH', '*USC', '*UT-AUSTIN', '*TULANE', '*HARVEY MUDD', '*CLAREMONT MCKENNA', '*UCI']",[],[],
M,ASIAN,CA,High,-1,NONE,CS,1530,7.5,7.2,"['*RUTGERS', '*UNC CHAPEL HILL']","['*PURDUE', '*UMICH', '*NORTHEASTERN']","['*CMU', '*UIUC', '*UT-AUSTIN']",
M,ASIAN,NV,High,PUBLIC,NONE,CS,1470,7.5,8,"['*UT-DALLAS', '*TAMU']",[],"['*UCLA', '*STANFORD', '*BERKELEY', '*UCSD', '*RICE', '*UMICH', '*USC', '*UCSB', '*UIUC', '*BOSTON UNIVERSITY', '*UT-AUSTIN']",
M,ASIAN,CA,Low,PUBLIC,NONE,CS,1550,8.5,4.5,"['*BERKELEY', '*UPENN', '*UW MADISON', '*UNC CHAPEL HILL', '*ARIZONA STATE']","['*GEORGIA TECH', '*PURDUE', '*UMICH', '*UIUC']","['*STANFORD', '*CMU', '*UIUC', '*UT-AUSTIN']",
F,BLACK,MI,High,PUBLIC,URM,CS,1470,5.5,4.5,"['*BOSTON UNIVERSITY', '*FORDHAM', '*UNC CHAPEL HILL', '*UVA']",['*NORTHEASTERN'],[],
M,ASIAN,CA,Low,PUBLIC,NONE,ENG,1510,6.5,4.5,"['*NYU', '*UIUC', '*VIRGINIA TECH', '*UVA']",[],"['*PURDUE', '*UPENN', '*UMICH', '*USC', '*BOSTON COLLEGE', '*UT-AUSTIN', '*NORTHEASTERN', '*UW MADISON', '*TUFTS', '*UVA']",
M,ASIAN,LA,Low,PUBLIC,FIRST-GEN,CS,1410,1,4.5,"['*GEORGIA TECH', '*UIUC', '*VIRGINIA TECH', '*UVA']",[],"['*CORNELL', '*GEORGIA TECH', '*UMICH', '*NORTHEASTERN']",
NB,WHITE,FL,Low,-1,LEGACY,ENVIRONMENTAL STUDIES,1250,4,4.5,"['*DUKE', '*UPENN']",[],"['*DUKE', '*UVA']",
F,WHITE,INTERNATIONAL,-1,PRIVATE,NONE,CS,1500,-1,4.5,[],[],"['*HARVARD', '*STANFORD', '*DUKE', '*SWARTHMORE', '*WILLIAMS', '*UCHICAGO', '*UNC CHAPEL HILL']",
F,BLACK,CO,Low,PUBLIC,NONE,BUSINESS,1210,5,2.5,"['*VIRGINIA TECH', '*UVA']","['*FORDHAM', '*NORTHEASTERN']","['*EMORY', '*NORTHEASTERN', '*UNC CHAPEL HILL']",
M,ASIAN,DC,Low,PRIVATE,NONE,-1,1520,7.5,4.5,"['*GEORGIA TECH', '*UPENN', '*USC']",[],"['*UCLA', '*HARVARD', '*STANFORD', '*BERKELEY', '*PRINCETON', '*RICE', '*VANDERBILT']",
M,WHITE,-1,Low,-1,NONE,POLISCI,1420,3,8.5,['*UVA'],[],"['*COLUMBIA', '*BERKELEY', '*PRINCETON', '*UPENN', '*UCHICAGO', '*UVA']",
M,WHITE,CA,Low,PUBLIC,NONE,CS,1290,4,2.5,['*ARIZONA STATE'],[],"['*UCSC', '*NORTHEASTERN']",
F,ASIAN,WA,High,PUBLIC,NONE,POLISCI,1320,6.5,8.5,"['*COLUMBIA', '*PURDUE']",[],"['*GEORGIA TECH', '*NYU', '*FORDHAM', '*NORTHEASTERN', '*UW MADISON']",
M,ASIAN,CA,Low,-1,NONE,ENG,1570,6.5,2.5,['*UCSC'],"['*UCSD', '*UCD']","['*UCLA', '*STANFORD', '*NORTHWESTERN', '*JOHNS HOPKINS', '*CMU', '*UMICH', '*CASE WESTERN', '*BOSTON UNIVERSITY', '*NORTHEASTERN', '*UCHICAGO', '*UCI']",
M,ASIAN,IN,Middle,PRIVATE,NONE,CS,1470,8.5,7.5,['*PURDUE'],[],"['*UCLA', '*CORNELL', '*UCSD', '*GEORGIA TECH', '*CMU', '*UIUC', '*UT-AUSTIN', '*UCI']",
M,ASIAN,INTERNATIONAL,Low,SMALL,FIRST-GEN,ENG,1470,6.5,4.5,[],[],['*CALTECH'],
F,ASIAN,CA,Middle,PUBLIC,NONE,BIO,1560,7.5,3.7,"['*UCLA', '*DUKE', '*PRINCETON', '*UCSD', '*UCSB', '*UCD', '*UCSC', '*UCI']",['*NORTHWESTERN'],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*BERKELEY', '*DUKE', '*JOHNS HOPKINS', '*DARTMOUTH', '*VANDERBILT', '*UPENN']",
F,WHITE,INTERNATIONAL,-1,PRIVATE,NONE,CS,1500,-1,4.5,[],[],"['*HARVARD', '*YALE', '*BROWN', '*STANFORD', '*COLUMBIA', '*CORNELL', '*DUKE', '*PRINCETON', '*SWARTHMORE', '*DARTMOUTH', '*WILLIAMS', '*VANDERBILT', '*UPENN', '*BOSTON UNIVERSITY', '*UCHICAGO', '*UNC CHAPEL HILL']",
M,ASIAN,CA,High,PUBLIC,NONE,CS,1560,4.5,6.8,['*UCSD'],"['*UCLA', '*UCD', '*UCI']","['*BROWN', '*STANFORD', '*BERKELEY', '*DUKE', '*RICE', '*UPENN', '*USC']",
F,WHITE,CA,Low,-1,NONE,CS,1350,5,7.5,"['*UCSD', '*UCSB', '*UCD', '*UCSC', '*ARIZONA STATE']","['*UCLA', '*UCSD']","['*BERKELEY', '*UCI']",
M,ASIAN,IN,High,PRIVATE,NONE,ENG,1540,8.5,7.5,"['*UCD', '*UCSC', '*UIUC']",[],"['*UCLA', '*CORNELL', '*UCSD', '*UCI']",
M,ASIAN,NY,Low,PUBLIC,NONE,CS,1370,7.5,2.5,"['*GEORGIA TECH', '*UPENN', '*VIRGINIA TECH', '*UVA']",['*NORTHEASTERN'],['*UVA'],
F,ASIAN,IL,-1,PRIVATE,NONE,MATH,1460,1,3.5,"['*UPENN', '*UIUC']",['*PURDUE'],['*WASHU'],
F,ASIAN,CO,High,PRIVATE,NONE,CS,1540,6.5,4.7,['*SWARTHMORE'],[],[],
F,WHITE,PA,Low,PRIVATE,URM,BIO,1410,6.5,3.7,[],['*HARVARD'],"['*NORTHWESTERN', '*CASE WESTERN', '*TUFTS']",
M,ASIAN,TN,Low,PUBLIC,NONE,BUSINESS,1390,6.5,3.7,"['*UCLA', '*CASE WESTERN', '*UVA', '*UCI']",[],['*BOSTON UNIVERSITY'],
M,ASIAN,WA,Low,PUBLIC,NONE,PREMED,1460,5,2.5,"['*UPENN', '*UCI']","['*UCLA', '*CASE WESTERN', '*UVA']","['*STANFORD', '*BERKELEY', '*TULANE']",
